family,species,category,invasiveness,growth_type,topography
Plantaginaceae,Plantago asiatica,native,N,herbaceous,lower_slope
Poaceae,Cleistogenes hackelii,native,N,herbaceous,lower_slope
Asteraceae,Eupatorium tripartitum,native,N,herbaceous,upper_slope
Asteraceae,Eupatorium japonicum,native,N,herbaceous,ridge_summit
Apocynaceae,Cynanchum wilfordii,native,N,herbaceous,upper_slope
Ranunculaceae,Thalictrum minus,native,N,herbaceous,upper_slope
Asteraceae,Leibnitzia anandria,native,N,herbaceous,upper_slope
Iridaceae,Iris rossii,native,N,herbaceous,upper_slope
Rosaceae,Potentilla freyniana,native,N,herbaceous,upper_slope
Apocynaceae,Cynanchum paniculatum,native,N,herbaceous,upper_slope
Aspleniaceae,Asplenium incisum,native,N,herbaceous,upper_slope
Violaceae,Viola keiskei,native,N,herbaceous,upper_slope
Dioscoreaceae,Dioscorea nipponica,native,N,herbaceous,upper_slope
Asteraceae,Aster ageratoides,native,N,herbaceous,upper_slope
Liliaceae,Veratrum versicolor,native,N,herbaceous,upper_slope
Apiaceae,Pimpinella brachycarpa,native,N,herbaceous,upper_slope
Fabaceae,Vicia chosenensis,native,N,herbaceous,upper_slope
Fabaceae,Lespedeza davurica,native,N,herbaceous,upper_slope
Polygonaceae,Fallopia dumetorum,native,N,herbaceous,upper_slope
Brassicaceae,Berteroella maximowiczii,native,N,herbaceous,upper_slope
Poaceae,Agropyron ciliare,native,N,herbaceous,upper_slope
Rubiaceae,Galium pogonanthum,native,N,herbaceous,upper_slope
Rubiaceae,Galium dahuricum,native,N,herbaceous,upper_slope
Caryophyllaceae,Pseudostellaria heterophylla,native,N,herbaceous,lower_slope
Rubiaceae,Galium pogonanthum,native,N,herbaceous,lower_slope
Rosaceae,Potentilla freyniana,native,N,herbaceous,lower_slope
Liliaceae,Hemerocallis minor,native,N,herbaceous,upper_slope
Asteraceae,Anaphalis sinica,native,N,herbaceous,upper_slope
Poaceae,Melica onoei,native,N,herbaceous,upper_slope
Violaceae,Viola collina,native,NA,herbaceous,upper_slope
Rosaceae,Potentilla yokusaiana,native,N,herbaceous,upper_slope
Dioscoreaceae,Dioscorea septemloba,native,N,herbaceous,upper_slope
Violaceae,Viola yedoensis,native,N,herbaceous,upper_slope
Campanulaceae,Campanula punctata,native,N,herbaceous,upper_slope
Poaceae,Cleistogenes hackelii,native,N,herbaceous,upper_slope
Liliaceae,Allium sacculiferum,native,N,herbaceous,upper_slope
Scrophulariaceae,Pseudolysimachion pyrethrinum,native,N,herbaceous,upper_slope
Asteraceae,Carpesium cernuum,native,N,herbaceous,upper_slope
Violaceae,Viola variegata,native,N,herbaceous,upper_slope
Liliaceae,Lilium amabile,native,N,herbaceous,upper_slope
Asteraceae,Ambrosia artemisiifolia,exotic,Y,herbaceous,upper_slope
Cyperaceae,Carex breviculmis,native,N,herbaceous,upper_slope
Poaceae,Themeda triandra subsp. japonica,native,N,herbaceous,upper_slope
Liliaceae,Hemerocallis hakuunensis,native,N,herbaceous,upper_slope
Gentianaceae,Swertia scabra,native,N,herbaceous,upper_slope
Ranunculaceae,Pulsatilla cernua var. koreana,native,N,herbaceous,upper_slope
Gentianaceae,Swertia pseudochensis,native,N,herbaceous,upper_slope
Poaceae,Arundinella hirta var. ciliata,native,N,herbaceous,upper_slope
Poaceae,Zoysia japonica,native,N,herbaceous,upper_slope
Cyperaceae,Carex breviculmis,native,N,herbaceous,lower_slope
Poaceae,Festuca parvigluma,native,N,herbaceous,lower_slope
Iridaceae,Iris rossii,native,N,herbaceous,lower_slope
Asteraceae,Conyza sumatrensis,exotic,N,herbaceous,lower_slope
Caryophyllaceae,Silene firma f. pubescens,native,N,herbaceous,lower_slope
Cannabaceae,Humulus japonicus,native,N,herbaceous,lower_slope
Campanulaceae,Adenophora triphylla var. japonica,native,N,herbaceous,lower_slope
Caryophyllaceae,Arenaria serpyllifolia,native,N,herbaceous,lower_slope
Violaceae,Viola yedoensis,native,N,herbaceous,lower_slope
Brassicaceae,Cardamine fallax,native,N,herbaceous,lower_slope
Lamiaceae,Prunella asiatica,native,N,herbaceous,lower_slope
Rosaceae,Agrimonia coreana,native,N,herbaceous,lower_slope
Liliaceae,Lilium callosum,native,N,herbaceous,lower_slope
Apocynaceae,Cynanchum paniculatum,native,N,herbaceous,lower_slope
Hyacinthaceae,Scilla scilloides,native,N,herbaceous,lower_slope
Orchidaceae,Cephalanthera erecta,native,N,herbaceous,lower_slope
Asteraceae,Bidens tripartita,native,N,herbaceous,lower_slope
Liliaceae,Allium sacculiferum,native,N,herbaceous,lower_slope
Lamiaceae,Mosla punctulata,native,N,herbaceous,lower_slope
Asteraceae,Carpesium cernuum,native,N,herbaceous,lower_slope
Valerianaceae,Patrinia villosa,native,N,herbaceous,lower_slope
Caryophyllaceae,Silene firma,native,N,herbaceous,lower_slope
Poaceae,Arundinella hirta var. ciliata,native,N,herbaceous,lower_slope
Polygonaceae,Fallopia dumetorum,native,N,herbaceous,lower_slope
Asteraceae,Bidens bipinnata,native,N,herbaceous,lower_slope
Brassicaceae,Arabis glabra,native,N,herbaceous,lower_slope
Urticaceae,Boehmeria longispica,native,N,herbaceous,lower_slope
Lamiaceae,Elsholtzia ciliata,native,N,herbaceous,lower_slope
Poaceae,Microstegium vimineum,native,N,herbaceous,lower_slope
Poaceae,Melica scabrosa,native,N,herbaceous,lower_slope
Crassulaceae,Sedum kamtschaticum,native,N,herbaceous,lower_slope
Asteraceae,Lactuca scariola,exotic,Y,herbaceous,lower_slope
Aspleniaceae,Asplenium incisum,native,N,herbaceous,lower_slope
Dryopteridaceae,Dryopteris chinensis,native,N,herbaceous,lower_slope
Asteraceae,Rhaponticum uniflorum,native,N,herbaceous,lower_slope
Dryopteridaceae,Cyrtomium fortunei,native,N,herbaceous,lower_slope
Tiliaceae,Corchoropsis psilocarpa,native,N,herbaceous,upper_slope
Araceae,Pinellia ternata,native,N,herbaceous,upper_slope
Dioscoreaceae,Dioscorea japonica,native,N,herbaceous,upper_slope
Asteraceae,Youngia japonica,native,N,herbaceous,upper_slope
Asteraceae,Leibnitzia anandria,native,N,herbaceous,lower_slope
Asteraceae,Artemisia japonica,native,N,herbaceous,lower_slope
Poaceae,Calamagrostis arundinacea,native,N,herbaceous,lower_slope
Apocynaceae,Cynanchum wilfordii,native,N,herbaceous,lower_slope
Polygalaceae,Polygala japonica,native,N,herbaceous,lower_slope
Liliaceae,Asparagus oligoclonos,native,N,herbaceous,upper_slope
Orchidaceae,Cephalanthera erecta,native,N,herbaceous,upper_slope
Poaceae,Festuca ovina,native,N,herbaceous,upper_slope
Asteraceae,Scorzonera austriaca subsp. glabra,native,N,herbaceous,upper_slope
Poaceae,Festuca ovina,native,N,herbaceous,lower_slope
Rosaceae,Agrimonia pilosa,native,N,herbaceous,lower_slope
Asteraceae,Carpesium abrotanoides,native,N,herbaceous,lower_slope
Campanulaceae,Platycodon grandiflorus,native,N,herbaceous,lower_slope
Athyriaceae,Athyrium yokoscense,native,N,herbaceous,lower_slope
Asteraceae,Artemisia capillaris,native,N,herbaceous,lower_slope
Liliaceae,Lilium amabile,native,N,herbaceous,lower_slope
Poaceae,Cleistogenes hackelii,native,N,herbaceous,ridge_summit
Poaceae,Bromus japonicus,native,N,herbaceous,ridge_summit
Poaceae,Melica scabrosa,native,N,herbaceous,ridge_summit
Convolvulaceae,Ipomoea hederacea var. integriuscula,exotic,N,herbaceous,ridge_summit
Asteraceae,Bidens bipinnata,native,N,herbaceous,ridge_summit
Asteraceae,Lactuca scariola,exotic,Y,herbaceous,ridge_summit
Rosaceae,Potentilla chinensis,native,N,herbaceous,ridge_summit
Asteraceae,Artemisia capillaris,native,N,herbaceous,ridge_summit
Fabaceae,Melilotus suaveolens,exotic,N,herbaceous,ridge_summit
Cyperaceae,Carex breviculmis,native,N,herbaceous,ridge_summit
Tiliaceae,Corchoropsis psilocarpa,native,N,herbaceous,ridge_summit
Fabaceae,Lespedeza davurica,native,N,herbaceous,ridge_summit
Fabaceae,Sophora flavescens,native,N,herbaceous,ridge_summit
Apiaceae,Torilis japonica,native,N,herbaceous,ridge_summit
Poaceae,Stipa pekinensis,native,N,herbaceous,ridge_summit
Rosaceae,Potentilla freyniana,native,N,herbaceous,ridge_summit
Rubiaceae,Galium pogonanthum,native,N,herbaceous,ridge_summit
Ophioglossaceae,Botrychium ternatum,native,NA,herbaceous,upper_slope
Poaceae,Stipa pekinensis,native,N,herbaceous,upper_slope
Polygonaceae,Polygonum posumbu,native,N,herbaceous,upper_slope
Liliaceae,Liriope spicata,native,N,herbaceous,upper_slope
Poaceae,Microstegium vimineum var. polystachyum,native,N,herbaceous,upper_slope
Fabaceae,Lespedeza tomentosa,native,N,herbaceous,lower_slope
Polygonaceae,Polygonum japonicum var. conspicuum,native,N,herbaceous,lower_slope
Ranunculaceae,Thalictrum minus,native,N,herbaceous,lower_slope
Dryopteridaceae,Dryopteris bissetiana,native,N,herbaceous,lower_slope
Rubiaceae,Asperula maximowiczii,native,N,herbaceous,upper_slope
Liliaceae,Liriope platyphylla,native,N,herbaceous,upper_slope
Liliaceae,Polygonatum involucratum,native,N,herbaceous,upper_slope
Asteraceae,Artemisia montana,native,N,herbaceous,upper_slope
Dioscoreaceae,Dioscorea quinqueloba,native,N,herbaceous,upper_slope
Asteraceae,Serratula coronata subsp. insularis,native,N,herbaceous,upper_slope
Dioscoreaceae,Dioscorea tokoro,native,N,herbaceous,upper_slope
Araceae,Arisaema heterophyllum,native,N,herbaceous,upper_slope
Athyriaceae,Athyrium yokoscense,native,N,herbaceous,ridge_summit
Araceae,Arisaema heterophyllum,native,N,herbaceous,ridge_summit
Poaceae,Calamagrostis arundinacea,native,N,herbaceous,valley_flatland
Liliaceae,Liriope platyphylla,native,N,herbaceous,valley_flatland
Thelypteridaceae,Thelypteris japonica var. glabrata,native,N,herbaceous,valley_flatland
Cyperaceae,Carex siderosticta,native,N,herbaceous,valley_flatland
Dryopteridaceae,Dryopteris chinensis,native,N,herbaceous,valley_flatland
Dennstaedtiaceae,Pteridium aquilinum var. latiusculum,native,N,herbaceous,valley_flatland
Dryopteridaceae,Dryopteris bissetiana,native,N,herbaceous,upper_slope
Chloranthaceae,Chloranthus japonicus,native,N,herbaceous,lower_slope
Fabaceae,Vicia venosa var. cuspidata,native,NA,herbaceous,lower_slope
Araceae,Arisaema amurense f. serratum,native,N,herbaceous,lower_slope
Apiaceae,Angelica decursiva,native,N,herbaceous,upper_slope
Cyperaceae,Carex okamotoi,native,N,herbaceous,lower_slope
Aristolochiaceae,Asarum sieboldii,native,N,herbaceous,lower_slope
Cyperaceae,NA,native,N,herbaceous,upper_slope
Lamiaceae,Agastache rugosa,native,N,herbaceous,upper_slope
Chloranthaceae,Chloranthus japonicus,native,N,herbaceous,upper_slope
Liliaceae,Lilium leichtlinii var. maximowiczii,native,NA,herbaceous,upper_slope
Fabaceae,Amphicarpaea bracteata subsp. edgeworthii,native,N,herbaceous,upper_slope
Poaceae,Muhlenbergia japonica,native,N,herbaceous,lower_slope
Asteraceae,Artemisia feddei,native,N,herbaceous,lower_slope
Liliaceae,Liriope platyphylla,native,N,herbaceous,lower_slope
Dioscoreaceae,Dioscorea japonica,native,N,herbaceous,lower_slope
Cyperaceae,Carex forficula,native,N,herbaceous,upper_slope
Aristolochiaceae,Aristolochia contorta,native,N,herbaceous,upper_slope
Cyperaceae,Carex okamotoi,native,N,herbaceous,upper_slope
Liliaceae,Disporum smilacinum,native,N,herbaceous,valley_flatland
Asteraceae,Ainsliaea acerifolia,native,N,herbaceous,valley_flatland
Athyriaceae,Athyrium yokoscense,native,N,herbaceous,valley_flatland
Athyriaceae,Deparia conilii,native,N,herbaceous,valley_flatland
Asteraceae,Aster ageratoides,native,N,herbaceous,valley_flatland
Poaceae,Sasa japonica,native,N,herbaceous,lower_slope
Fabaceae,Chamaecrista nomame,native,N,herbaceous,lower_slope
Dioscoreaceae,Dioscorea nipponica,native,N,herbaceous,lower_slope
Scrophulariaceae,Melampyrum roseum,native,N,herbaceous,lower_slope
Poaceae,Sasa borealis,native,N,herbaceous,ridge_summit
Polygonaceae,Polygonum longisetum,native,N,herbaceous,upper_slope
Poaceae,Sasa borealis,native,N,herbaceous,valley_flatland
Apiaceae,Angelica gigas,native,N,herbaceous,lower_slope
Balsaminaceae,Impatiens textori,native,N,herbaceous,lower_slope
Violaceae,Viola rossii,native,N,herbaceous,lower_slope
Dryopteridaceae,Dryopteris erythrosora,native,N,herbaceous,upper_slope
Polygonaceae,Polygonum filiforme,native,N,herbaceous,upper_slope
Apiaceae,Angelica gigas,native,N,herbaceous,upper_slope
Poaceae,Phragmites communis,native,N,herbaceous,upper_slope
Ranunculaceae,Thalictrum aquilegiifolium var. sibiricum,native,N,herbaceous,upper_slope
Polygonaceae,Fallopia dumetorum,native,N,herbaceous,ridge_summit
Iridaceae,Iris rossii,native,N,herbaceous,ridge_summit
Cyperaceae,Carex okamotoi,native,N,herbaceous,ridge_summit
Poaceae,Isachne globosa,native,N,herbaceous,upper_slope
Poaceae,Moliniopsis japonica,native,N,herbaceous,upper_slope
Saxifragaceae,Parnassia palustris var. multiseta,native,N,herbaceous,upper_slope
Campanulaceae,Lobelia sessilifolia,native,N,herbaceous,upper_slope
Polygonaceae,Polygonum sagittatum,native,N,herbaceous,upper_slope
Lamiaceae,Scutellaria indica,native,N,herbaceous,upper_slope
Orchidaceae,Cymbidium goeringii,native,N,herbaceous,upper_slope
Asteraceae,Cirsium japonicum var. ussuriense,native,N,herbaceous,upper_slope
Euphorbiaceae,Euphorbia esula,native,N,herbaceous,upper_slope
Asteraceae,Artemisia sylvatica,native,N,herbaceous,upper_slope
Scrophulariaceae,Melampyrum roseum,native,N,herbaceous,upper_slope
Liliaceae,Ophiopogon japonicus,native,N,herbaceous,lower_slope
Orchidaceae,Cymbidium goeringii,native,N,herbaceous,valley_flatland
Valerianaceae,Patrinia scabiosifolia,native,N,herbaceous,upper_slope
Orchidaceae,Liparis kumokiri,native,N,herbaceous,upper_slope
Violaceae,Viola albida var. chaerophylloides,native,N,herbaceous,ridge_summit
Liliaceae,Smilax riparia,native,N,herbaceous,ridge_summit
Liliaceae,Ophiopogon japonicus,native,N,herbaceous,ridge_summit
Orchidaceae,Cymbidium goeringii,native,N,herbaceous,ridge_summit
Liliaceae,Hemerocallis minor,native,N,herbaceous,lower_slope
Onocleaceae,Pentarhizidium orientale,native,N,herbaceous,lower_slope
Asteraceae,Eupatorium rugosum,exotic,Y,herbaceous,upper_slope
Campanulaceae,Codonopsis lanceolata,native,N,herbaceous,lower_slope
Violaceae,Viola albida var. chaerophylloides,native,N,herbaceous,lower_slope
Fumariaceae,Corydalis speciosa,native,N,herbaceous,lower_slope
Polygonaceae,Polygonum praetermissum,native,N,herbaceous,lower_slope
Thelypteridaceae,Thelypteris palustris,native,N,herbaceous,lower_slope
Dryopteridaceae,Dryopteris crassirhizoma,native,N,herbaceous,lower_slope
Dryopteridaceae,Dryopteris parasitica,native,N,herbaceous,lower_slope
Fabaceae,Amphicarpaea bracteata subsp. edgeworthii,native,N,herbaceous,lower_slope
Fabaceae,Vicia unijuga,native,NA,herbaceous,lower_slope
Lamiaceae,Scutellaria indica,native,N,herbaceous,lower_slope
Liliaceae,Paris verticillata,native,N,herbaceous,lower_slope
Cyperaceae,Carex gifuensis,native,N,herbaceous,upper_slope
Dryopteridaceae,Dryopteris parasitica,native,N,herbaceous,upper_slope
Thelypteridaceae,Phegopteris connectilis,native,N,herbaceous,upper_slope
Liliaceae,Erythronium japonicum,native,N,herbaceous,upper_slope
Dryopteridaceae,Dryopteris lacera,native,NA,herbaceous,upper_slope
Dryopteridaceae,Dryopteris lacera,native,NA,herbaceous,lower_slope
Lygodiaceae,Lygodium japonicum,native,N,herbaceous,upper_slope
Fabaceae,Astragalus membranaceus,native,N,herbaceous,upper_slope
Cyperaceae,Carex japonica,native,N,herbaceous,lower_slope
Apiaceae,Sanicula chinensis,native,N,herbaceous,lower_slope
Iridaceae,Iris sanguinea,native,N,herbaceous,upper_slope
Athyriaceae,Athyrium vidalii,native,N,herbaceous,upper_slope
Scrophulariaceae,Melampyrum roseum var. ovalifolium,native,N,herbaceous,upper_slope
Araceae,Arisaema amurense f. serratum,native,N,herbaceous,upper_slope
Liliaceae,Hemerocallis dumortieri,native,N,herbaceous,lower_slope
Convallariaceae,Smilacina japonica,native,N,herbaceous,upper_slope
Araliaceae,Aralia cordata var. continentalis,native,N,herbaceous,lower_slope
Asteraceae,Dendranthema boreale,native,N,herbaceous,valley_flatland
Liliaceae,Veratrum versicolor f. viride,native,N,herbaceous,valley_flatland
Violaceae,Viola albida var. chaerophylloides,native,N,herbaceous,valley_flatland
Orchidaceae,Liparis kumokiri,native,N,herbaceous,ridge_summit
Liliaceae,Allium thunbergii,native,N,herbaceous,upper_slope
Araliaceae,Aralia cordata var. continentalis,native,N,herbaceous,valley_flatland
Fabaceae,Vicia chosenensis,native,N,herbaceous,valley_flatland
Lamiaceae,Elsholtzia splendens,native,N,herbaceous,valley_flatland
Liliaceae,Ophiopogon japonicus,native,N,herbaceous,valley_flatland
Liliaceae,Smilax riparia,native,N,herbaceous,valley_flatland
Violaceae,Viola verecunda,native,N,herbaceous,valley_flatland
Orchidaceae,Liparis kumokiri,native,N,herbaceous,lower_slope
Campanulaceae,Codonopsis lanceolata,native,N,herbaceous,upper_slope
Polygonaceae,Polygonum orientale,exotic,N,herbaceous,upper_slope
Fumariaceae,Corydalis ochotensis,native,N,herbaceous,upper_slope
Polygonaceae,Polygonum perfoliatum,native,N,herbaceous,upper_slope
Poaceae,Arthraxon hispidus,native,N,herbaceous,upper_slope
Lamiaceae,Mosla punctulata,native,N,herbaceous,upper_slope
Fabaceae,Desmodium podocarpum subsp. oxyphyllum,native,N,herbaceous,upper_slope
Lamiaceae,Mosla dianthera,native,N,herbaceous,upper_slope
Vitaceae,Cayratia japonica,native,N,herbaceous,upper_slope
Urticaceae,Boehmeria tricuspis,native,N,herbaceous,upper_slope
Violaceae,Viola acuminata,native,N,herbaceous,upper_slope
Polygonaceae,Polygonum filiforme,native,N,herbaceous,ridge_summit
Urticaceae,Boehmeria tricuspis,native,N,herbaceous,ridge_summit
Dioscoreaceae,Dioscorea septemloba,native,N,herbaceous,ridge_summit
Dioscoreaceae,Dioscorea tenuipes,native,N,herbaceous,upper_slope
Liliaceae,Ophiopogon japonicus,native,N,herbaceous,upper_slope
Poaceae,Festuca parvigluma,native,N,herbaceous,upper_slope
Rubiaceae,Asperula maximowiczii,native,N,herbaceous,lower_slope
Fabaceae,Astragalus membranaceus,native,N,herbaceous,lower_slope
Polygonaceae,Polygonum longisetum,native,N,herbaceous,lower_slope
Saxifragaceae,Chrysosplenium grayanum,native,N,herbaceous,lower_slope
Rubiaceae,Asperula maximowiczii,native,N,herbaceous,ridge_summit
Brassicaceae,Cardamine flexuosa,native,N,herbaceous,ridge_summit
Poaceae,Spodiopogon cotulifer,native,N,herbaceous,ridge_summit
Boraginaceae,Trigonotis peduncularis,native,N,herbaceous,ridge_summit
Cyperaceae,Carex gifuensis,native,N,herbaceous,ridge_summit
Asteraceae,Breea segetum,native,N,herbaceous,ridge_summit
Cyperaceae,Carex gifuensis,native,N,herbaceous,lower_slope
Asteraceae,Carpesium macrocephalum,native,N,herbaceous,upper_slope
Iridaceae,Iris sanguinea,native,N,herbaceous,lower_slope
Dioscoreaceae,Dioscorea tokoro,native,N,herbaceous,lower_slope
Crassulaceae,Sedum kamtschaticum,native,N,herbaceous,ridge_summit
Lamiaceae,Meehania urticifolia,native,N,herbaceous,lower_slope
Liliaceae,Erythronium japonicum,native,N,herbaceous,lower_slope
Apiaceae,Pimpinella brachycarpa,native,N,herbaceous,lower_slope
Boraginaceae,Trigonotis peduncularis,native,N,herbaceous,upper_slope
Gentianaceae,Swertia squarrosa,native,N,herbaceous,ridge_summit
Apiaceae,Peucedanum terebinthaceum,native,N,herbaceous,ridge_summit
Dioscoreaceae,Dioscorea nipponica,native,N,herbaceous,ridge_summit
Apiaceae,Pimpinella brachycarpa,native,N,herbaceous,ridge_summit
Rosaceae,Sanguisorba officinalis,native,N,herbaceous,ridge_summit
Poaceae,Phragmites japonicus,native,N,herbaceous,ridge_summit
Fumariaceae,Corydalis remota,native,N,herbaceous,lower_slope
Fabaceae,Vicia unijuga,native,NA,herbaceous,upper_slope
